Incident energy ; 
Incident energy ; 
Incident energy ; σ(E)
1.0E-5 ; 78.45982
1.0115794542598983E-5 ; 78.02717453459657
1.0232929922807536E-5 ; 77.58951927081574
1.0351421666793431E-5 ; 77.14679619792636
1.0471285480508985E-5 ; 76.69894663346466
1.0592537251772876E-5 ; 76.24591121545596
1.071519305237607E-5 ; 75.8161467730743
1.0839269140212039E-5 ; 75.39178868571864
1.0964781961431852E-5 ; 74.96251676330061
1.109174815262401E-5 ; 74.5282741062919
1.122018454301963E-5 ; 74.08900315629867
1.1350108156723144E-5 ; 73.67207692510493
1.1481536214968817E-5 ; 73.25858743107258
1.1614486138403414E-5 ; 72.84030995435715
1.1748975549395302E-5 ; 72.41718905273207
1.188502227437019E-5 ; 71.99156693214796
1.2022644346174132E-5 ; 71.59152268992196
1.216186000646368E-5 ; 71.18684615369116
1.230268770812381E-5 ; 70.77748368401905
1.2445146117713844E-5 ; 70.36338102035363
1.2589254117941661E-5 ; 69.97157868194367
1.2735030810166604E-5 ; 69.59208463324893
1.2882495516931348E-5 ; 69.20819625057537
1.3031667784523E-5 ; 68.8198626499338
1.3182567385564074E-5 ; 68.42703235812601
1.333521432163324E-5 ; 68.02965330592234
1.3489628825916533E-5 ; 67.62767282115982
1.3645831365889238E-5 ; 67.22103762176066
1.3803842646028839E-5 ; 66.82762513276182
1.3963683610559363E-5 ; 66.46475033890148
1.4125375446227526E-5 ; 66.09767365296356
1.4288939585111037E-5 ; 65.72634641933088
1.445439770745928E-5 ; 65.35071941898097
1.4621771744567184E-5 ; 64.97074286296171
1.4791083881682072E-5 ; 64.5863663857922
1.4962356560944327E-5 ; 64.19753903878673
1.5135612484362071E-5 ; 63.84050786331589
1.5310874616820287E-5 ; 63.48953492734038
1.5488166189124797E-5 ; 63.134497916306245
1.5667510701081502E-5 ; 62.77534977044222
1.584893192461114E-5 ; 62.41204288505072
1.6032453906900417E-5 ; 62.04452910419749
1.62181009735893E-5 ; 61.67275971432901
1.6405897731995387E-5 ; 61.33081831084932
1.6595869074375598E-5 ; 60.99198238503849
1.6788040181225588E-5 ; 60.649222924123144
1.6982436524617425E-5 ; 60.30249449570796
1.7179083871575893E-5 ; 59.95175114131529
1.7378008287493764E-5 ; 59.596946370293516
1.757923613958693E-5 ; 59.25243638216407
1.778279410038923E-5 ; 58.92636909823251
1.7988709151287874E-5 ; 58.59652613310103
1.8197008586099827E-5 ; 58.262863766441846
1.8407720014689545E-5 ; 57.9253377716697
1.8620871366628657E-5 ; 57.58390341007954
1.8836490894897984E-5 ; 57.25174161256441
1.9054607179632484E-5 ; 56.935708565286895
1.9275249131909368E-5 ; 56.616016027793876
