Incident energy ; 
Incident energy ; 
Incident energy ; σ(E)
1.0E-5 ; 78.26556
1.0115794542598983E-5 ; 77.83398910795188
1.0232929922807536E-5 ; 77.3974208604994
1.0351421666793431E-5 ; 76.9557973909942
1.0471285480508985E-5 ; 76.5090601627238
1.0592537251772876E-5 ; 76.05714996115242
1.071519305237607E-5 ; 75.62845449633613
1.0839269140212039E-5 ; 75.20515254464011
1.0964781961431852E-5 ; 74.77694898735633
1.109174815262401E-5 ; 74.34378706656703
1.122018454301963E-5 ; 73.90560936712886
1.1350108156723144E-5 ; 73.48971856959263
1.1481536214968817E-5 ; 73.07725526583907
1.1614486138403414E-5 ; 72.6600158621258
1.1748975549395302E-5 ; 72.23794505382173
1.188502227437019E-5 ; 71.8133792528798
1.2022644346174132E-5 ; 71.41432809152394
1.216186000646368E-5 ; 71.01065613549781
1.230268770812381E-5 ; 70.60230987852087
1.2445146117713844E-5 ; 70.18923519473906
1.2589254117941661E-5 ; 69.79840562056204
1.2735030810166604E-5 ; 69.41985387240585
1.2882495516931348E-5 ; 69.03691870159682
1.3031667784523E-5 ; 68.64954935049296
1.3182567385564074E-5 ; 68.2576944737063
1.333521432163324E-5 ; 67.86130213129736
1.3489628825916533E-5 ; 67.46031978189056
1.3645831365889238E-5 ; 67.05469427570975
1.3803842646028839E-5 ; 66.66225923602659
1.3963683610559363E-5 ; 66.30028722393392
1.4125375446227526E-5 ; 65.93412377348385
1.4288939585111037E-5 ; 65.56372035010759
1.445439770745928E-5 ; 65.1890278572327
1.4621771744567184E-5 ; 64.80999662977503
1.4791083881682072E-5 ; 64.42657642755594
1.4962356560944327E-5 ; 64.03871642864294
1.5135612484362071E-5 ; 63.68257375593795
1.5310874616820287E-5 ; 63.33247432643061
1.5488166189124797E-5 ; 62.978320936592844
1.5667510701081502E-5 ; 62.62006664377641
1.584893192461114E-5 ; 62.25766396176297
1.6032453906900417E-5 ; 61.89106485446949
1.62181009735893E-5 ; 61.52022072958138
1.6405897731995387E-5 ; 61.17912800241566
1.6595869074375598E-5 ; 60.84113250982353
1.6788040181225588E-5 ; 60.49922321388488
1.6982436524617425E-5 ; 60.15335479489287
1.7179083871575893E-5 ; 59.80348140836314
1.7378008287493764E-5 ; 59.449556678957386
1.757923613958693E-5 ; 59.1059026928333
1.778279410038923E-5 ; 58.78064801228126
1.7988709151287874E-5 ; 58.45162706003297
1.8197008586099827E-5 ; 58.118796224717556
1.8407720014689545E-5 ; 57.78211138996833
1.8620871366628657E-5 ; 57.441527928575134
1.8836490894897984E-5 ; 57.11019297978604
1.9054607179632484E-5 ; 56.79494515113358
1.9275249131909368E-5 ; 56.47604692466875
