Incident energy ; 
Incident energy ; 
Incident energy ; σ(E)
1.0E-5 ; 54.38552
1.0232929922807536E-5 ; 53.81609764726532
1.0471285480508985E-5 ; 53.23341174406389
1.071519305237607E-5 ; 52.65616748114675
1.0964781961431852E-5 ; 52.09863777280922
1.122018454301963E-5 ; 51.52812152927909
1.1481536214968817E-5 ; 50.98658921127652
1.1748975549395302E-5 ; 50.43801336947158
1.2022644346174132E-5 ; 49.90018579551486
1.230268770812381E-5 ; 49.37037960025639
1.2589254117941661E-5 ; 48.84625910907392
1.2882495516931348E-5 ; 48.350709295955646
1.3182567385564074E-5 ; 47.843616644865726
1.3489628825916533E-5 ; 47.32471228856834
1.3803842646028839E-5 ; 46.80563927448905
1.4125375446227526E-5 ; 46.333451637691674
1.445439770745928E-5 ; 45.85026533791526
1.4791083881682072E-5 ; 45.35582418338803
1.5135612484362071E-5 ; 44.87395730148706
1.5488166189124797E-5 ; 44.41884431379404
1.584893192461114E-5 ; 43.95313038279177
1.62181009735893E-5 ; 43.476568580789674
1.6595869074375598E-5 ; 43.039101515438226
1.6982436524617425E-5 ; 42.59618180856994
1.7378008287493764E-5 ; 42.142945176388544
1.778279410038923E-5 ; 41.71318388004967
1.8197008586099827E-5 ; 41.28843509153848
1.8620871366628657E-5 ; 40.853792632775246
1.9054607179632484E-5 ; 40.43981574429235
1.9498445997580456E-5 ; 40.02955244524451
1.9952623149688786E-5 ; 39.60973288633887
2.0417379446695274E-5 ; 39.21860465512865
2.089296130854041E-5 ; 38.822834352334745
2.1379620895022323E-5 ; 38.417845374932945
2.187761623949552E-5 ; 38.03879595094259
2.238721138568338E-5 ; 37.65740584070842
2.290867652767775E-5 ; 37.26713201358058
2.344228815319923E-5 ; 36.90549444302543
2.39883291901949E-5 ; 36.53557510021573
2.4547089156850286E-5 ; 36.16803407204947
2.511886431509577E-5 ; 35.81538484505455
2.5703957827688645E-5 ; 35.45452136233739
2.6302679918953814E-5 ; 35.11048828104006
2.691534803926914E-5 ; 34.76473317067604
2.7542287033381633E-5 ; 34.423039665513784
2.818382931264455E-5 ; 34.09024051735515
2.8840315031266056E-5 ; 33.75593527522788
2.951209226666384E-5 ; 33.446145760049674
3.019951720402013E-5 ; 33.129140320085774
3.090295432513592E-5 ; 32.80475087485581
3.1622776601683795E-5 ; 32.472805428782166
3.235936569296281E-5 ; 32.178193213866386
3.3113112148259076E-5 ; 31.877987376722285
3.3884415613920276E-5 ; 31.570788847330917
3.467368504525317E-5 ; 31.262490455781336
3.5481338923357534E-5 ; 30.981384106888793
3.63078054770101E-5 ; 30.693729949981417
3.715352290971728E-5 ; 30.399375467017652
