Incident energy ; 
Incident energy ; 
Incident energy ; σ(E)
1.0E-5 ; 223.8023
1.0046157902783946E-5 ; 223.31180027659224
1.0092528860766835E-5 ; 222.8190365093296
1.01391138573668E-5 ; 222.32399824786026
1.018591388054117E-5 ; 221.8266749935964
1.0232929922807536E-5 ; 221.32705619949039
1.0280162981264725E-5 ; 220.82513126981155
1.032761405761398E-5 ; 220.32088955992157
1.0375284158180127E-5 ; 219.8143203760494
1.0423174293933036E-5 ; 219.30541297506295
1.0471285480508985E-5 ; 218.79415656424243
1.0519618738232235E-5 ; 218.28054030105088
1.0568175092136585E-5 ; 217.76455329290508
1.0616955571987242E-5 ; 217.2461845969433
1.0665961212302568E-5 ; 216.7622948646603
1.071519305237607E-5 ; 216.2834462953694
1.076465213629835E-5 ; 215.80238746150775
1.0814339512979376E-5 ; 215.3191081609574
1.0864256236170644E-5 ; 214.83359814450984
1.091440336448757E-5 ; 214.34584711564813
1.0964781961431852E-5 ; 213.85584473032924
1.1015393095414145E-5 ; 213.36358059676388
1.1066237839776654E-5 ; 212.86904427519636
1.111731727281592E-5 ; 212.37222527768324
1.1168632477805611E-5 ; 211.8731130678715
1.122018454301963E-5 ; 211.37169706077387
1.1271974561755094E-5 ; 210.88510678071427
1.1324003632355578E-5 ; 210.4196339034941
1.1376272858234309E-5 ; 209.95201250109258
1.1428783347897712E-5 ; 209.48223265636793
1.1481536214968817E-5 ; 209.01028440640297
1.153453257821093E-5 ; 208.53615774229374
1.1587773561551262E-5 ; 208.05984260893777
1.1641260294104908E-5 ; 207.58132890481986
1.16949939101987E-5 ; 207.1006064817984
1.1748975549395302E-5 ; 206.61766514488988
1.1803206356517298E-5 ; 206.13249465205365
1.1857687481671597E-5 ; 205.64508471397318
1.1912420080273739E-5 ; 205.1809185461279
1.1967405313072443E-5 ; 204.72645899881869
1.2022644346174132E-5 ; 204.26990176154928
1.2078138351067799E-5 ; 203.81123715182252
1.2133888504649761E-5 ; 203.35045544244915
1.2189895989248674E-5 ; 202.88754686134098
1.2246161992650489E-5 ; 202.4225015913046
1.230268770812381E-5 ; 201.95530976983173
1.2359474334445094E-5 ; 201.48596148889115
1.241652307592412E-5 ; 201.01444679471805
1.2473835142429432E-5 ; 200.54075568760365
1.2531411749414155E-5 ; 200.09202038611588
1.2589254117941661E-5 ; 199.66392670294906
1.2647363474711522E-5 ; 199.23385702912105
1.270574105208542E-5 ; 198.80180224387374
1.2764388088113434E-5 ; 198.36775318434897
1.2823305826560205E-5 ; 197.93170064539487
1.2882495516931348E-5 ; 197.49363537937043
1.2941958414499863E-5 ; 197.05354809594996
1.30016957803329E-5 ; 196.61142946192498
